,Mixed_layer,time
0,70.1220126561849,1
1,69.9634780630606,2
2,69.7918177212701,3
3,69.6071924405373,4
4,69.4097742692919,5
5,69.1997461388318,6
6,68.9773014880359,7
7,68.7426438699683,8
8,68.4959865417706,9
9,68.2375520392741,10
10,67.9675717378011,11
11,67.68628540065,12
12,67.3939407167769,13
13,67.0907928291977,14
14,66.7771038556395,15
15,66.4531424029649,16
16,66.1191830768824,17
17,65.7755059884412,18
18,65.4223962587803,19
19,65.0601435235772,20
20,64.6890414386,21
21,64.3093871877308,22
22,63.9214809947779,23
23,63.5256256403457,24
24,63.1221259849754,25
25,62.711288499711,26
26,62.2934208051842,27
27,61.8688312202444,28
28,61.4378283210971,29
29,61.0007205118405,30
30,60.5578156072251,31
31,60.1094204283849,32
32,59.6558404122212,33
33,59.1973792350449,34
34,58.7343384510156,35
35,58.2670171458401,36
36,57.7957116061277,37
37,57.3207150047283,38
38,56.8423171023135,39
39,56.3608039653949,40
40,55.8764577009128,41
41,55.3895562074665,42
42,54.9003729431985,43
43,54.4091767102928,44
44,53.9162314559919,45
45,53.4217960899895,46
46,52.926124318008,47
47,52.4294644913295,48
48,51.9320594720047,49
49,51.4341465134311,50
50,50.935957155956,51
51,50.4377171371299,52
52,49.9396463162076,53
53,49.4419586124722,54
54,48.9448619569337,55
55,48.4485582569351,56
56,47.9532433731869,57
57,47.4591071087329,58
58,46.9663332093454,59
59,46.4750993748354,60
60,45.9855772807617,61
61,45.4979326100184,62
62,45.0123250937781,63
63,44.5289085612724,64
64,44.0478309978909,65
65,43.5692346110872,66
66,43.0932559035839,67
67,42.62002575338,68
68,42.1496695000693,69
69,41.6823070369906,70
70,41.218052908742,71
71,40.757016413603,72
72,40.2993017104199,73
73,39.8450079295271,74
74,39.3942292872872,75
75,38.9470552038502,76
76,38.5035704237455,77
77,38.0638551389376,78
78,37.6279851139897,79
79,37.1960318129963,80
80,36.7680625279628,81
81,36.344140508322,82
82,35.9243250912976,83
83,35.5086718328361,84
84,35.0972326388459,85
85,34.6900558964972,86
86,34.2871866053489,87
87,33.8886665080846,88
88,33.4945342206536,89
89,33.1048253616243,90
90,32.7195726805714,91
91,32.3388061853314,92
92,31.96255326797,93
93,31.5908388293192,94
94,31.2236854019494,95
95,30.861113271456,96
96,30.5031405959443,97
97,30.14978352361,98
98,29.8010563083178,99
99,29.4569714230906,100
100,29.1175396714268,101
101,28.7827702963706,102
102,28.4526710872678,103
103,28.1272484841415,104
104,27.8065076796303,105
105,27.4904527184333,106
106,27.1790865942124,107
107,26.8724113439036,108
108,26.5704281393917,109
109,26.273137376508,110
110,25.9805387613082,111
111,25.692631393592,112
112,25.4094138476271,113
113,25.1308842500379,114
114,24.8570403548243,115
115,24.5878796154714,116
116,24.3233992541139,117
117,24.0635963277176,118
118,23.8084677912399,119
119,23.5580105577302,120
120,23.3122215553325,121
121,23.0710977811488,122
122,22.8346363519242,123
123,22.6028345515134,124
124,22.3756898750876,125
125,22.1532000700418,126
126,21.9353631735629,127
127,21.7221775468206,128
128,21.5136419057431,129
129,21.3097553483441,130
130,21.1105173785688,131
131,20.9159279266305,132
132,20.7259873658152,133
133,20.5406965257355,134
134,20.3600567020215,135
135,20.1840696624458,136
136,20.0127376494854,137
137,19.8460633793357,138
138,19.6840500373994,139
139,19.526701270289,140
140,19.3740211743899,141
141,19.2260142810504,142
142,19.0826855384747,143
143,18.9440402904168,144
144,18.8100842517843,145
145,18.6808234812858,146
146,18.5562643512665,147
147,18.436413514903,148
148,18.3212778709418,149
149,18.2108645261894,150
150,18.1051807559776,151
151,18.0042339628492,152
152,17.9080316337266,153
153,17.8165812958405,154
154,17.7298904717155,155
155,17.6479666335196,156
156,17.5708171571003,157
157,17.4984492760363,158
158,17.4308700360444,159
159,17.3680862500837,160
160,17.3101044545032,161
161,17.2569308665729,162
162,17.2085713437408,163
163,17.1650313449424,164
164,17.1263158942821,165
165,17.092429547391,166
166,17.0633763607425,167
167,17.039159864191,168
168,17.0197830369682,169
169,17.0052482873488,170
170,16.9955574361612,171
171,16.990711704292,172
172,16.990711704292,173
173,16.9955574361612,174
174,17.0052482873488,175
175,17.0197830369682,176
176,17.039159864191,177
177,17.0633763607425,178
178,17.092429547391,179
179,17.1263158942821,180
180,17.1650313449424,181
181,17.2085713437408,182
182,17.2569308665729,183
183,17.3101044545032,184
184,17.3680862500837,185
185,17.4308700360444,186
186,17.4984492760363,187
187,17.5708171571003,188
188,17.6479666335196,189
189,17.7298904717155,190
190,17.8165812958405,191
191,17.9080316337266,192
192,18.0042339628492,193
193,18.1051807559776,194
194,18.2108645261894,195
195,18.3212778709418,196
196,18.4364135149029,197
197,18.5562643512665,198
198,18.6808234812858,199
199,18.8100842517843,200
200,18.9440402904167,201
201,19.0826855384747,202
202,19.2260142810504,203
203,19.3740211743899,204
204,19.526701270289,205
205,19.6840500373994,206
206,19.8460633793357,207
207,20.0127376494854,208
208,20.1840696624457,209
209,20.3600567020215,210
210,20.5406965257355,211
211,20.7259873658152,212
212,20.9159279266304,213
213,21.1105173785688,214
214,21.3097553483441,215
215,21.5136419057431,216
216,21.7221775468206,217
217,21.9353631735629,218
218,22.1532000700418,219
219,22.3756898750876,220
220,22.6028345515134,221
221,22.8346363519242,222
222,23.0710977811488,223
223,23.3122215553325,224
224,23.5580105577302,225
225,23.8084677912399,226
226,24.0635963277176,227
227,24.3233992541139,228
228,24.5878796154714,229
229,24.8570403548243,230
230,25.1308842500378,231
231,25.4094138476271,232
232,25.692631393592,233
233,25.9805387613082,234
234,26.273137376508,235
235,26.5704281393917,236
236,26.8724113439036,237
237,27.1790865942124,238
238,27.4904527184333,239
239,27.8065076796303,240
240,28.1272484841415,241
241,28.4526710872678,242
242,28.7827702963706,243
243,29.1175396714268,244
244,29.4569714230906,245
245,29.8010563083178,246
246,30.14978352361,247
247,30.5031405959443,248
248,30.861113271456,249
249,31.2236854019494,250
250,31.5908388293191,251
251,31.96255326797,252
252,32.3388061853313,253
253,32.7195726805713,254
254,33.1048253616242,255
255,33.4945342206536,256
256,33.8886665080846,257
257,34.2871866053489,258
258,34.6900558964972,259
259,35.0972326388459,260
260,35.508671832836,261
261,35.9243250912976,262
262,36.344140508322,263
263,36.7680625279628,264
264,37.1960318129963,265
265,37.6279851139897,266
266,38.0638551389376,267
267,38.5035704237455,268
268,38.9470552038502,269
269,39.3942292872872,270
270,39.8450079295271,271
271,40.2993017104199,272
272,40.757016413603,273
273,41.218052908742,274
274,41.6823070369905,275
275,42.1496695000693,276
276,42.62002575338,277
277,43.0932559035838,278
278,43.5692346110872,279
279,44.0478309978909,280
280,44.5289085612724,281
281,45.0123250937781,282
282,45.4979326100184,283
283,45.9855772807617,284
284,46.4750993748353,285
285,46.9663332093454,286
286,47.4591071087329,287
287,47.9532433731869,288
288,48.4485582569351,289
289,48.9448619569337,290
290,49.4419586124722,291
291,49.9396463162076,292
292,50.4377171371299,293
293,50.935957155956,294
294,51.434146513431,295
295,51.9320594720046,296
296,52.4294644913295,297
297,52.926124318008,298
298,53.4217960899895,299
299,53.9162314559919,300
300,54.4091767102928,301
301,54.9003729431985,302
302,55.3895562074665,303
303,55.8764577009128,304
304,56.3608039653948,305
305,56.8423171023135,306
306,57.3207150047283,307
307,57.7957116061277,308
308,58.2670171458401,309
309,58.7343384510156,310
310,59.1973792350449,311
311,59.6558404122212,312
312,60.1094204283849,313
313,60.5578156072251,314
314,61.0007205118405,315
315,61.4378283210971,316
316,61.8688312202444,317
317,62.2934208051842,318
318,62.711288499711,319
319,63.1221259849754,320
320,63.5256256403457,321
321,63.9214809947779,322
322,64.3093871877308,323
323,64.6890414386,324
324,65.0601435235772,325
325,65.4223962587803,326
326,65.7755059884412,327
327,66.1191830768824,328
328,66.4531424029649,329
329,66.7771038556395,330
330,67.0907928291976,331
331,67.3939407167769,332
332,67.68628540065,333
333,67.9675717378011,334
334,68.2375520392741,335
335,68.4959865417706,336
336,68.7426438699682,337
337,68.9773014880359,338
338,69.1997461388318,339
339,69.4097742692919,340
340,69.6071924405373,341
341,69.7918177212701,342
342,69.9634780630606,343
343,70.1220126561849,344
344,70.2672722647224,345
345,70.3991195396901,346
346,70.5174293090578,347
347,70.622088843566,348
348,70.7129980973515,349
349,70.7900699224736,350
350,70.8532302565267,351
351,70.9024182826256,352
352,70.9375865611501,353
353,70.9587011327442,354
354,70.9657415921716,355
355,70.9587011327442,356
356,70.9375865611501,357
357,70.9024182826256,358
358,70.8532302565267,359
359,70.7900699224736,360
360,70.7129980973515,361
361,70.622088843566,362
362,70.5174293090578,363
363,70.3991195396901,364
364,70.2672722647224,365
365,70.1220126561849,366
366,69.9634780630606,367
367,69.7918177212701,368
368,69.6071924405373,369
369,69.4097742692919,370
370,69.1997461388319,371
371,68.9773014880359,372
372,68.7426438699683,373
373,68.4959865417706,374
