,Mixed_layer,time
374,68.2375520392741,375
375,67.9675717378011,376
376,67.68628540065,377
377,67.3939407167769,378
378,67.0907928291977,379
379,66.7771038556395,380
380,66.4531424029649,381
381,66.1191830768824,382
382,65.7755059884412,383
383,65.4223962587804,384
384,65.0601435235772,385
385,64.6890414386,386
386,64.3093871877308,387
387,63.921480994778,388
388,63.5256256403458,389
389,63.1221259849754,390
390,62.711288499711,391
391,62.2934208051842,392
392,61.8688312202445,393
393,61.4378283210971,394
394,61.0007205118405,395
395,60.5578156072251,396
396,60.1094204283849,397
397,59.6558404122212,398
398,59.1973792350449,399
399,58.7343384510156,400
400,58.2670171458401,401
